商品ID,商品名称,商品类别,价格,库存,销量,评分,评论数,上架周期,上架日期
PROD019064,鼠标,电脑办公,312.78,54,33,4.3,29,1,2024/6/17
PROD019065,充电器,手机通讯,173.37,52,27,4.5,19,15,2024/6/3
PROD019066,打印机,电脑办公,103.45,42,39,4.4,23,7,2024/6/11
PROD019067,显示器,存储设备,121.72,59,29,5,14,15,2024/6/3
PROD019068,充电宝,数码配件,133.1,35,30,4.3,26,3,2024/6/15
PROD019069,充电器,影音娱乐,183.98,47,29,3.8,15,3,2024/6/15
PROD019070,智能手表,智能家居,86.04,46,23,4.3,19,22,2024/5/27
PROD019071,打印机,电源配件,107.48,54,31,3.4,18,12,2024/6/6
PROD019072,投影仪,存储设备,255.15,48,30,4.5,19,4,2024/6/14
PROD019073,显示器,智能家居,55.08,57,33,3.5,14,4,2024/6/14
PROD019074,蓝牙音箱,电源配件,72.53,43,25,3.4,19,1,2024/6/17
PROD019075,笔记本电脑,影音娱乐,50,47,35,3.8,23,27,2024/5/22
PROD019076,耳机,电源配件,50,48,25,4.8,18,13,2024/6/5
PROD019077,打印机,外设产品,311.72,66,39,4.7,19,15,2024/6/3
PROD019078,内存条,数码配件,94.58,56,29,4.3,14,6,2024/6/12
PROD019079,智能手机,外设产品,191.35,57,27,5,15,18,2024/5/31
PROD019080,内存条,存储设备,246.92,44,22,3.3,15,25,2024/5/24
PROD019081,路由器,投影设备,279.16,47,34,4.3,13,20,2024/5/29
PROD019082,打印机,影音娱乐,136.96,51,44,3.6,21,1,2024/6/17
PROD019083,无线耳机,数码配件,193.4,60,26,3.2,20,5,2024/6/13
PROD019084,投影仪,外设产品,151.21,63,32,3.7,25,29,2024/5/20
PROD019085,无线耳机,外设产品,145.56,43,29,3.4,23,15,2024/6/3
PROD019086,机械键盘,存储设备,108.02,51,32,3.1,10,4,2024/6/14
PROD019087,显示器,数码配件,190.91,48,27,4.6,19,22,2024/5/27
PROD019088,电视,影音娱乐,300.59,60,40,4.3,24,21,2024/5/28
PROD019089,数码相机,数码配件,156.94,49,32,4.8,18,30,2024/5/19
PROD019090,智能手机,电脑办公,314.02,51,36,4.2,22,23,2024/5/26
PROD019091,智能手机,外设产品,364.2,59,28,4.4,24,19,2024/5/30
PROD019092,蓝牙音箱,投影设备,159.89,48,31,4.3,17,11,2024/6/7
PROD019093,充电宝,手机通讯,226.6,52,24,4.3,19,20,2024/5/29
PROD019094,耳机,外设产品,132.03,44,27,4.1,21,8,2024/6/10
PROD019095,机械键盘,存储设备,194.48,55,31,3.9,19,8,2024/6/10
PROD019096,智能手机,影音娱乐,92.08,61,29,3.5,19,4,2024/6/14
PROD019097,平板电脑,电源配件,182.54,57,24,4.2,15,16,2024/6/2
PROD019098,数据线,智能家居,147.34,46,34,4.6,20,29,2024/5/20
PROD019099,固态硬盘,投影设备,86.38,36,33,3.8,23,5,2024/6/13
PROD019100,固态硬盘,投影设备,207.02,70,25,3.5,17,6,2024/6/12
PROD019101,固态硬盘,手机通讯,171.91,35,32,3.7,13,30,2024/5/19
PROD019102,耳机,投影设备,50,50,31,4.9,17,22,2024/5/27
PROD019103,数码相机,手机通讯,149.84,41,32,4.2,18,25,2024/5/24
PROD019104,笔记本电脑,电脑办公,256.13,59,28,4.2,13,26,2024/5/23
PROD019105,数码相机,手机通讯,86.11,53,33,4.6,18,20,2024/5/29
PROD019106,路由器,影音娱乐,139.08,55,20,4.5,17,16,2024/6/2
PROD019107,显示器,智能家居,63.23,33,35,3.7,14,3,2024/6/15
PROD019108,打印机,手机通讯,103.19,40,25,5,17,21,2024/5/28
PROD019109,无线耳机,投影设备,198.91,46,34,4.3,19,6,2024/6/12
PROD019110,笔记本电脑,数码配件,303.18,55,41,4.5,24,11,2024/6/7
PROD019111,耳机,智能家居,99,49,25,4.3,19,12,2024/6/6
PROD019112,耳机,手机通讯,116.1,49,27,3.8,20,16,2024/6/2
PROD019113,笔记本电脑,外设产品,140.08,54,28,3.8,17,17,2024/6/1
PROD019114,路由器,投影设备,146.63,54,25,3.8,17,23,2024/5/26
PROD019115,固态硬盘,家用电器,140.6,46,35,3.6,21,13,2024/6/5
PROD019116,打印机,电源配件,149.13,56,26,3.5,18,3,2024/6/15
PROD019117,投影仪,智能家居,97.24,62,22,3.6,21,23,2024/5/26
PROD019118,智能手表,家用电器,114.29,57,37,4.3,11,24,2024/5/25
PROD019119,耳机,影音娱乐,213.44,44,28,3.6,20,8,2024/6/10
PROD019120,机械键盘,家用电器,232.65,39,22,4,7,20,2024/5/29
PROD019121,笔记本电脑,电脑办公,127.77,54,31,3.5,19,28,2024/5/21
PROD019122,机械键盘,投影设备,165.67,32,24,4.5,25,17,2024/6/1
PROD019123,数据线,外设产品,206.11,56,30,4.4,12,3,2024/6/15
PROD019124,内存条,家用电器,186.77,52,50,4.8,16,9,2024/6/9
PROD019125,数据线,智能家居,199.29,52,36,4.6,26,2,2024/6/16
PROD019126,打印机,电源配件,70.42,49,35,4.4,19,21,2024/5/28
PROD019127,投影仪,家用电器,68.08,54,34,4.5,28,14,2024/6/4
PROD019128,内存条,数码配件,176.97,49,27,3.9,22,5,2024/6/13
PROD019129,电视,外设产品,71.15,47,29,3.8,19,12,2024/6/6
PROD019130,笔记本电脑,存储设备,454.57,47,30,5,14,12,2024/6/6
PROD019131,显示器,电脑办公,182.58,49,25,4.6,25,28,2024/5/21
PROD019132,平板电脑,数码配件,209.49,47,33,3.9,24,11,2024/6/7
PROD019133,充电宝,外设产品,147.59,45,26,3.5,30,1,2024/6/17
PROD019134,显示器,电源配件,77.09,44,27,4.9,12,12,2024/6/6
PROD019135,平板电脑,投影设备,294.99,48,27,4.8,17,3,2024/6/15
PROD019136,智能手机,存储设备,236.47,65,29,4.3,31,20,2024/5/29
PROD019137,数码相机,智能家居,118.19,47,33,4,12,30,2024/5/19
PROD019138,智能手机,家用电器,497.82,57,33,3.7,21,15,2024/6/3
PROD019139,鼠标,投影设备,87.92,37,36,5,13,19,2024/5/30
PROD019140,智能手机,手机通讯,467.7,45,36,4.7,22,14,2024/6/4
PROD019141,无线耳机,电源配件,202.17,59,39,4.1,22,11,2024/6/7
PROD019142,无线耳机,智能家居,296.39,52,25,5,15,27,2024/5/22
PROD019143,蓝牙音箱,电脑办公,184.89,47,24,4.4,24,23,2024/5/26
PROD019144,无线耳机,外设产品,85.54,62,24,3.8,14,4,2024/6/14
PROD019145,耳机,数码配件,161.28,40,30,3.6,21,20,2024/5/29
PROD019146,数据线,电脑办公,130.48,62,27,4.1,23,13,2024/6/5
PROD019147,固态硬盘,电源配件,149.02,45,25,3.8,21,13,2024/6/5
PROD019148,平板电脑,电脑办公,180.2,50,20,3.6,14,5,2024/6/13
PROD019149,智能手表,电脑办公,110.02,53,25,3.8,12,12,2024/6/6
PROD019150,电视,存储设备,136.82,53,27,5,27,16,2024/6/2
PROD019151,充电器,数码配件,132.92,62,44,4.2,25,12,2024/6/6
PROD019152,投影仪,电脑办公,138.06,53,26,4.5,21,1,2024/6/17
PROD019153,平板电脑,数码配件,163.65,42,25,4.2,18,16,2024/6/2
PROD019154,鼠标,电脑办公,213,64,29,4.8,20,3,2024/6/15
PROD019155,电视,存储设备,152.23,41,28,3.7,17,4,2024/6/14
PROD019156,耳机,电脑办公,96.36,53,37,4.3,20,5,2024/6/13
PROD019157,无线耳机,家用电器,146.26,72,28,3.9,19,12,2024/6/6
PROD019158,数码相机,存储设备,457.06,56,37,4.2,20,9,2024/6/9
PROD019159,充电器,投影设备,83.95,60,48,4.7,20,13,2024/6/5
PROD019160,笔记本电脑,影音娱乐,234.3,46,33,3.1,13,17,2024/6/1
PROD019161,数据线,家用电器,89.57,61,32,3.3,17,18,2024/5/31
PROD019162,机械键盘,电源配件,189.35,54,35,4.8,13,5,2024/6/13
PROD019163,耳机,智能家居,183.45,43,32,4.3,16,20,2024/5/29
PROD019164,打印机,家用电器,143.43,49,29,4.9,15,15,2024/6/3
PROD019165,智能手表,手机通讯,91.48,29,22,4.2,27,29,2024/5/20
PROD019166,无线耳机,投影设备,244.13,52,35,3.7,11,19,2024/5/30
PROD019167,内存条,数码配件,192.26,51,38,5,25,17,2024/6/1
PROD019168,智能手机,影音娱乐,230.69,57,35,3.9,14,21,2024/5/28
PROD019169,路由器,投影设备,101.5,54,30,4.2,14,15,2024/6/3
PROD019170,数码相机,数码配件,150.52,43,39,4.1,21,25,2024/5/24
PROD019171,耳机,影音娱乐,92.07,53,27,3.7,21,20,2024/5/29
PROD019172,平板电脑,智能家居,167.72,49,35,4.5,18,8,2024/6/10
PROD019173,路由器,电源配件,129.34,43,34,3.4,22,30,2024/5/19
PROD019174,路由器,投影设备,170.86,48,36,4.1,27,23,2024/5/26
PROD019175,平板电脑,智能家居,94.52,58,31,4.4,24,4,2024/6/14
PROD019176,充电器,家用电器,83.11,62,23,4.9,15,21,2024/5/28
PROD019177,内存条,投影设备,125.53,61,45,4.7,20,1,2024/6/17
PROD019178,数据线,电源配件,311.87,52,15,4.4,26,16,2024/6/2
PROD019179,打印机,外设产品,122.6,49,33,4.2,23,13,2024/6/5
PROD019180,固态硬盘,智能家居,242.66,47,27,4.5,21,7,2024/6/11
PROD019181,智能手表,电脑办公,188.24,45,35,3.6,20,13,2024/6/5
PROD019182,笔记本电脑,影音娱乐,128.33,49,39,4.3,17,23,2024/5/26
PROD019183,机械键盘,电源配件,195.39,42,30,4.5,18,29,2024/5/20
PROD019184,充电宝,电源配件,224.03,47,29,3.6,23,6,2024/6/12
PROD019185,数据线,影音娱乐,117.6,63,23,4.5,25,15,2024/6/3
PROD019186,电视,影音娱乐,109.89,51,31,3.1,19,16,2024/6/2
PROD019187,数码相机,智能家居,138.62,46,31,4.4,29,27,2024/5/22
PROD019188,充电宝,外设产品,191.75,57,36,3.6,14,4,2024/6/14
PROD019189,平板电脑,电脑办公,79.27,51,24,4.2,20,23,2024/5/26
PROD019190,投影仪,存储设备,256.49,47,29,4.4,23,16,2024/6/2
PROD019191,智能手机,外设产品,73.9,58,26,3.6,19,2,2024/6/16
PROD019192,智能手机,家用电器,87.47,51,34,4.1,19,28,2024/5/21
PROD019193,充电器,家用电器,179.73,44,28,3.8,25,15,2024/6/3
PROD019194,充电器,电脑办公,199.95,53,24,4.6,18,17,2024/6/1
PROD019195,路由器,影音娱乐,215.98,47,19,4.1,22,20,2024/5/29
PROD019196,充电宝,影音娱乐,156.97,48,27,4.3,15,28,2024/5/21
PROD019197,机械键盘,存储设备,187.29,53,33,4.3,14,18,2024/5/31
PROD019198,内存条,电脑办公,178.37,44,33,3.9,19,22,2024/5/27
PROD019199,电视,投影设备,173.1,56,30,5,19,15,2024/6/3
PROD019200,智能手表,手机通讯,162.89,52,33,4.7,12,2,2024/6/16
PROD019201,充电器,投影设备,307.1,56,33,4,18,4,2024/6/14
PROD019202,机械键盘,手机通讯,382.66,56,36,4.2,29,18,2024/5/31
PROD019203,笔记本电脑,存储设备,314.33,49,35,3.6,19,27,2024/5/22
PROD019204,数码相机,投影设备,164.03,63,31,4.8,16,16,2024/6/2
PROD019205,显示器,数码配件,232.24,45,29,4.2,16,2,2024/6/16
PROD019206,充电器,手机通讯,123.1,35,30,3.2,14,29,2024/5/20
PROD019207,智能手表,电源配件,808.6,55,32,3.9,22,27,2024/5/22
PROD019208,智能手机,电脑办公,127.03,53,32,3.9,18,14,2024/6/4
PROD019209,数码相机,数码配件,149.11,45,31,4.3,21,18,2024/5/31
PROD019210,固态硬盘,电源配件,297.01,55,32,3.9,15,11,2024/6/7
PROD019211,机械键盘,外设产品,110.43,55,29,4.1,28,4,2024/6/14
PROD019212,内存条,存储设备,131.5,49,29,3.3,24,2,2024/6/16
PROD019213,蓝牙音箱,电源配件,154.06,41,22,3.6,21,14,2024/6/4
PROD019214,机械键盘,手机通讯,159.09,47,22,4.1,20,6,2024/6/12
PROD019215,显示器,投影设备,295.7,44,25,3.4,17,7,2024/6/11
PROD019216,耳机,家用电器,210.15,46,31,4,27,18,2024/5/31
PROD019217,内存条,影音娱乐,124.95,58,17,4.8,14,1,2024/6/17
PROD019218,智能手表,存储设备,162.51,51,21,3.7,15,12,2024/6/6
PROD019219,数码相机,投影设备,159.47,55,30,3.2,16,7,2024/6/11
PROD019220,蓝牙音箱,电脑办公,90.93,51,29,4.2,23,16,2024/6/2
PROD019221,充电宝,影音娱乐,95.74,53,27,3.3,12,25,2024/5/24
PROD019222,耳机,手机通讯,251.78,54,29,4.8,21,22,2024/5/27
PROD019223,数码相机,存储设备,117.37,46,30,3.8,18,25,2024/5/24
PROD019224,内存条,投影设备,178.94,51,23,3.8,14,6,2024/6/12
PROD019225,鼠标,外设产品,120.41,58,37,3.6,23,4,2024/6/14
PROD019226,智能手机,智能家居,72.09,53,39,3.6,21,9,2024/6/9
PROD019227,内存条,影音娱乐,59.89,43,29,3.9,21,22,2024/5/27
PROD019228,路由器,电脑办公,139.97,56,26,3.8,23,14,2024/6/4
PROD019229,数据线,电源配件,170.54,51,37,4.5,30,2,2024/6/16
PROD019230,充电宝,智能家居,242.52,51,32,3,10,12,2024/6/6
PROD019231,鼠标,投影设备,116.71,55,34,4.5,18,10,2024/6/8
PROD019232,内存条,投影设备,312.17,54,28,4.7,25,19,2024/5/30
PROD019233,充电器,电源配件,91.9,68,21,3.9,23,27,2024/5/22
PROD019234,数据线,数码配件,237.72,52,32,4.2,29,15,2024/6/3
PROD019235,显示器,电脑办公,189.71,51,15,4.4,16,11,2024/6/7
PROD019236,智能手机,外设产品,103.63,51,32,4.4,12,29,2024/5/20
PROD019237,电视,数码配件,124.14,55,29,3.7,24,26,2024/5/23
PROD019238,充电宝,投影设备,188.4,45,34,4.5,17,23,2024/5/26
PROD019239,无线耳机,手机通讯,198.47,42,33,4.3,20,27,2024/5/22
PROD019240,笔记本电脑,电源配件,294.28,50,33,3.9,31,7,2024/6/11
PROD019241,充电器,电脑办公,288.07,54,24,4.2,20,27,2024/5/22
PROD019242,充电宝,存储设备,284.69,39,27,4.4,24,28,2024/5/21
PROD019243,鼠标,手机通讯,110.79,37,31,3,13,20,2024/5/29
PROD019244,智能手表,外设产品,92.31,52,24,4.3,14,11,2024/6/7
PROD019245,充电器,电源配件,104.55,57,38,3.6,22,22,2024/5/27
PROD019246,打印机,外设产品,132.46,49,34,4.5,16,15,2024/6/3
PROD019247,电视,电源配件,99.96,56,25,3.9,24,16,2024/6/2
PROD019248,打印机,外设产品,96.53,50,23,4.7,18,28,2024/5/21
PROD019249,无线耳机,智能家居,93.39,67,31,4.2,20,5,2024/6/13
PROD019250,充电宝,电源配件,237.98,44,26,3.7,24,19,2024/5/30
PROD019251,路由器,数码配件,183.08,49,28,3.4,26,22,2024/5/27
PROD019252,智能手机,数码配件,146.87,51,29,3.5,12,3,2024/6/15
PROD019253,笔记本电脑,电源配件,76.5,57,32,4.4,25,21,2024/5/28
PROD019254,智能手表,存储设备,245.58,47,28,4.5,11,26,2024/5/23
PROD019255,投影仪,电源配件,78.57,50,27,3.8,18,9,2024/6/9
PROD019256,蓝牙音箱,投影设备,209.52,52,23,4.3,26,18,2024/5/31
PROD019257,电视,智能家居,117.74,40,27,5,20,26,2024/5/23
PROD019258,无线耳机,家用电器,79.28,48,30,4.8,18,6,2024/6/12
PROD019259,打印机,数码配件,128.45,58,29,3.5,23,2,2024/6/16
PROD019260,路由器,手机通讯,86.99,51,13,3.9,24,22,2024/5/27
PROD019261,机械键盘,电源配件,138.99,44,45,3.4,21,1,2024/6/17
PROD019262,蓝牙音箱,投影设备,260.38,48,28,3.2,29,7,2024/6/11
PROD019263,内存条,电脑办公,110.88,39,32,3.7,20,29,2024/5/20
PROD019264,笔记本电脑,电源配件,99.62,49,32,3.6,10,19,2024/5/30
PROD019265,无线耳机,智能家居,179.3,45,42,4.3,17,23,2024/5/26
PROD019266,平板电脑,电源配件,50,47,24,4.4,10,26,2024/5/23
PROD019267,内存条,存储设备,230.53,54,30,4.3,22,2,2024/6/16
PROD019268,平板电脑,电脑办公,182.53,43,30,4.1,20,1,2024/6/17
PROD019269,充电宝,存储设备,206.95,60,28,4,24,24,2024/5/25
PROD019270,固态硬盘,影音娱乐,103.87,57,33,4.2,21,7,2024/6/11
PROD019271,显示器,数码配件,83.67,51,19,4.2,28,2,2024/6/16
PROD019272,充电器,电脑办公,326.1,59,24,4.8,19,28,2024/5/21
PROD019273,充电器,电源配件,193.72,53,31,3.7,18,26,2024/5/23
PROD019274,充电宝,外设产品,105.58,57,34,4.4,19,29,2024/5/20
PROD019275,显示器,存储设备,145.25,53,24,3.4,18,17,2024/6/1
PROD019276,内存条,手机通讯,68.71,47,39,4.6,16,25,2024/5/24
PROD019277,电视,智能家居,345.4,57,27,3.3,25,12,2024/6/6
PROD019278,充电宝,电源配件,112.27,56,28,3.6,21,7,2024/6/11
PROD019279,电视,家用电器,71.58,49,28,4.2,26,18,2024/5/31
PROD019280,打印机,手机通讯,198.18,57,28,4.5,19,20,2024/5/29
PROD019281,充电宝,数码配件,223.54,54,31,4.1,21,16,2024/6/2
PROD019282,蓝牙音箱,存储设备,259.44,46,26,4.3,26,26,2024/5/23
PROD019283,充电宝,手机通讯,110.45,45,16,2.9,19,12,2024/6/6
PROD019284,内存条,电脑办公,158.46,42,36,4.2,18,17,2024/6/1
PROD019285,内存条,电源配件,109.78,42,32,4.7,12,13,2024/6/5
PROD019286,智能手表,智能家居,202.97,56,22,4.9,16,5,2024/6/13
PROD019287,无线耳机,影音娱乐,146.8,42,28,4.6,18,13,2024/6/5
PROD019288,无线耳机,手机通讯,340.86,45,27,3.5,13,9,2024/6/9
PROD019289,打印机,外设产品,155.59,53,28,4.6,21,3,2024/6/15
PROD019290,显示器,影音娱乐,230.02,45,23,4.7,22,29,2024/5/20
PROD019291,路由器,存储设备,180.38,42,29,3.2,23,29,2024/5/20
PROD019292,固态硬盘,影音娱乐,70.92,42,32,4,14,21,2024/5/28
PROD019293,智能手机,影音娱乐,110.21,51,29,4,21,21,2024/5/28
PROD019294,蓝牙音箱,家用电器,97.71,53,31,3.3,19,28,2024/5/21
PROD019295,固态硬盘,智能家居,146.34,56,26,4.3,26,10,2024/6/8
PROD019296,数码相机,电脑办公,159.63,62,25,5,20,21,2024/5/28
PROD019297,固态硬盘,电源配件,240.02,32,33,4.8,23,10,2024/6/8
PROD019298,数据线,投影设备,65.63,47,27,4.9,15,26,2024/5/23
PROD019299,智能手机,智能家居,334.5,60,33,5,18,15,2024/6/3
PROD019300,投影仪,数码配件,137.64,51,27,3.5,15,24,2024/5/25
PROD019301,蓝牙音箱,电脑办公,257.36,38,44,3.2,26,27,2024/5/22
PROD019302,内存条,手机通讯,107.68,34,28,3.6,16,18,2024/5/31
PROD019303,打印机,数码配件,100.84,37,30,4.4,19,28,2024/5/21
PROD019304,电视,影音娱乐,160.93,43,24,4.7,21,24,2024/5/25
PROD019305,内存条,投影设备,63.12,50,38,4.4,24,22,2024/5/27
PROD019306,智能手表,外设产品,337.67,64,21,5,12,7,2024/6/11
PROD019307,蓝牙音箱,电脑办公,333.74,49,30,4.1,16,21,2024/5/28
PROD019308,充电宝,智能家居,75.52,47,39,3.9,26,14,2024/6/4
PROD019309,显示器,存储设备,215.91,59,26,3.2,20,3,2024/6/15
PROD019310,打印机,家用电器,79.72,46,27,4.6,16,2,2024/6/16
PROD019311,鼠标,智能家居,162.81,52,25,3.8,18,23,2024/5/26
PROD019312,平板电脑,存储设备,164.57,33,44,3.3,22,28,2024/5/21
PROD019313,内存条,电脑办公,400.49,52,28,4.5,29,30,2024/5/19
PROD019314,智能手机,电源配件,202.8,53,22,4.8,14,25,2024/5/24
PROD019315,固态硬盘,数码配件,124.27,45,32,3.8,17,25,2024/5/24
PROD019316,鼠标,家用电器,97.27,43,32,3.9,17,15,2024/6/3
PROD019317,固态硬盘,投影设备,167.74,46,35,4.6,24,1,2024/6/17
PROD019318,平板电脑,电源配件,128.17,45,35,4.2,15,8,2024/6/10
PROD019319,数码相机,存储设备,89.31,56,24,4,16,24,2024/5/25
PROD019320,平板电脑,数码配件,266.12,37,28,3.4,29,17,2024/6/1
PROD019321,数据线,家用电器,191.11,44,38,3.5,16,23,2024/5/26
PROD019322,数据线,存储设备,234.18,49,34,4.3,15,2,2024/6/16
PROD019323,路由器,电脑办公,378.83,47,35,4.6,21,4,2024/6/14
PROD019324,智能手机,智能家居,93.37,49,27,3.5,15,17,2024/6/1
PROD019325,内存条,数码配件,121.47,41,31,3.6,16,7,2024/6/11
PROD019326,数据线,家用电器,159.31,40,23,3.2,16,27,2024/5/22
PROD019327,机械键盘,存储设备,202.86,57,28,4.4,20,28,2024/5/21
PROD019328,数据线,手机通讯,234.17,63,28,4.6,22,1,2024/6/17
PROD019329,蓝牙音箱,智能家居,183.51,42,29,4,19,21,2024/5/28
PROD019330,内存条,存储设备,107.62,34,34,3.6,29,13,2024/6/5
PROD019331,数码相机,手机通讯,166.03,49,32,4.2,28,2,2024/6/16
PROD019332,耳机,影音娱乐,211.74,39,24,4.3,19,16,2024/6/2
PROD019333,充电器,存储设备,141.17,55,22,4.7,20,2,2024/6/16
PROD019334,耳机,存储设备,187.22,42,40,4.6,22,27,2024/5/22
PROD019335,内存条,存储设备,251.94,55,32,3.8,20,9,2024/6/9
PROD019336,无线耳机,外设产品,158.81,46,31,4.3,15,27,2024/5/22
PROD019337,平板电脑,外设产品,158.66,66,21,3.7,23,26,2024/5/23
PROD019338,机械键盘,电源配件,127.45,55,36,4.8,16,18,2024/5/31
PROD019339,笔记本电脑,影音娱乐,260.53,66,29,4.3,23,23,2024/5/26
PROD019340,充电器,存储设备,196.15,50,27,3.5,25,30,2024/5/19
PROD019341,充电宝,影音娱乐,163.86,40,25,4.3,15,17,2024/6/1
PROD019342,打印机,投影设备,127.58,50,35,4.6,24,19,2024/5/30
PROD019343,笔记本电脑,电源配件,206.09,55,35,4.5,24,6,2024/6/12
PROD019344,投影仪,家用电器,198.89,67,25,4.1,26,18,2024/5/31
PROD019345,路由器,电脑办公,165.14,51,18,4,19,6,2024/6/12
PROD019346,充电器,电脑办公,244.74,40,26,4.3,20,8,2024/6/10
PROD019347,无线耳机,家用电器,149.77,54,36,4.4,12,8,2024/6/10
PROD019348,智能手表,投影设备,196.44,54,28,4.9,17,3,2024/6/15
PROD019349,数据线,影音娱乐,117.63,48,35,3.8,28,7,2024/6/11
PROD019350,数据线,电源配件,186.13,50,20,5,26,25,2024/5/24
PROD019351,数码相机,电源配件,74.34,49,28,4.1,32,22,2024/5/27
PROD019352,机械键盘,智能家居,60.83,52,31,5,19,27,2024/5/22
PROD019353,机械键盘,数码配件,98.91,46,44,4.7,20,23,2024/5/26
PROD019354,显示器,智能家居,127.66,59,34,4.3,30,10,2024/6/8
PROD019355,无线耳机,智能家居,195.82,56,29,4,22,16,2024/6/2
PROD019356,投影仪,数码配件,139.75,47,33,4.2,16,18,2024/5/31
PROD019357,蓝牙音箱,手机通讯,191.13,49,39,3.9,22,20,2024/5/29
PROD019358,鼠标,投影设备,154.39,53,46,5,22,22,2024/5/27
PROD019359,机械键盘,电源配件,101.62,61,34,5,17,11,2024/6/7
PROD019360,打印机,电源配件,341.07,55,38,4.7,19,14,2024/6/4
PROD019361,数据线,数码配件,107.3,48,21,5,21,20,2024/5/29
PROD019362,平板电脑,外设产品,128.13,53,29,2.8,10,22,2024/5/27
PROD019363,平板电脑,外设产品,279.53,53,28,4.5,27,17,2024/6/1
PROD019364,固态硬盘,影音娱乐,137.97,41,25,3.9,24,24,2024/5/25
PROD019365,打印机,电脑办公,258.51,53,27,4.2,18,23,2024/5/26
PROD019366,鼠标,电源配件,242.79,42,27,4.2,23,8,2024/6/10
PROD019367,机械键盘,数码配件,75.65,36,21,2.6,19,29,2024/5/20
PROD019368,充电宝,电源配件,197.1,54,33,3.8,25,13,2024/6/5
PROD019369,鼠标,数码配件,168.13,34,22,3.9,21,1,2024/6/17
PROD019370,蓝牙音箱,外设产品,139.58,60,28,4.5,17,10,2024/6/8
PROD019371,路由器,存储设备,55.1,44,25,4.5,19,7,2024/6/11
PROD019372,显示器,投影设备,187.69,60,28,4.5,24,29,2024/5/20
PROD019373,电视,数码配件,143.85,52,37,4.7,26,15,2024/6/3
PROD019374,无线耳机,电源配件,127.1,58,39,4.7,15,28,2024/5/21
PROD019375,数码相机,手机通讯,143.19,54,33,3.8,22,22,2024/5/27
PROD019376,机械键盘,影音娱乐,141.36,45,30,4.9,20,12,2024/6/6
PROD019377,机械键盘,手机通讯,127.53,50,31,3.8,14,23,2024/5/26
PROD019378,数码相机,电脑办公,159.82,64,28,4.6,22,12,2024/6/6
PROD019379,充电宝,投影设备,150.12,57,40,4.6,19,26,2024/5/23
PROD019380,蓝牙音箱,影音娱乐,136.4,48,29,4.3,21,29,2024/5/20
PROD019381,智能手表,电源配件,78.55,46,23,3.6,17,17,2024/6/1
PROD019382,笔记本电脑,家用电器,188.36,39,21,3.8,19,2,2024/6/16
PROD019383,平板电脑,投影设备,99.62,56,26,3.9,26,21,2024/5/28
PROD019384,数据线,手机通讯,132.01,47,17,3.6,22,21,2024/5/28
PROD019385,平板电脑,智能家居,264.24,54,33,4.7,16,10,2024/6/8
PROD019386,无线耳机,智能家居,151.99,50,33,4.2,25,26,2024/5/23
PROD019387,机械键盘,家用电器,217.05,46,26,4.1,21,21,2024/5/28
PROD019388,机械键盘,电源配件,84.77,45,22,4.7,26,21,2024/5/28
PROD019389,充电宝,外设产品,101.26,43,31,3.9,18,2,2024/6/16
PROD019390,打印机,影音娱乐,404.74,43,32,4.9,23,16,2024/6/2
PROD019391,无线耳机,外设产品,381.54,48,33,4.8,25,13,2024/6/5
PROD019392,无线耳机,电源配件,50,58,17,4.6,23,23,2024/5/26
PROD019393,电视,家用电器,131.53,52,31,4.5,17,27,2024/5/22
PROD019394,无线耳机,电脑办公,118.86,50,29,4.6,16,11,2024/6/7
PROD019395,平板电脑,投影设备,118.31,58,34,4,14,28,2024/5/21
PROD019396,显示器,手机通讯,88.16,71,32,3.6,23,3,2024/6/15
PROD019397,耳机,电源配件,158.05,53,27,3.6,15,11,2024/6/7
PROD019398,路由器,数码配件,274.99,49,23,4.2,20,11,2024/6/7
PROD019399,电视,电脑办公,274.44,49,31,4.3,21,2,2024/6/16
PROD019400,耳机,手机通讯,116.54,56,29,3.5,34,26,2024/5/23
PROD019401,充电宝,存储设备,66.76,47,29,4.6,19,8,2024/6/10
PROD019402,内存条,电源配件,173.26,45,31,4.4,23,9,2024/6/9
PROD019403,耳机,投影设备,87,42,40,5,9,27,2024/5/22
PROD019404,智能手表,电源配件,217.13,55,22,4.6,28,11,2024/6/7
PROD019405,耳机,数码配件,267.5,40,32,4.1,26,9,2024/6/9
PROD019406,智能手表,电脑办公,128.52,51,38,4.8,20,8,2024/6/10
PROD019407,笔记本电脑,投影设备,66.27,55,31,4.8,19,18,2024/5/31
PROD019408,智能手表,投影设备,100.36,51,29,4.1,20,21,2024/5/28
PROD019409,智能手表,智能家居,161.71,58,23,4.3,26,25,2024/5/24
PROD019410,充电器,数码配件,186.44,50,26,3.8,20,13,2024/6/5
PROD019411,投影仪,电脑办公,169.07,56,23,5,19,2,2024/6/16
PROD019412,鼠标,电源配件,70.13,50,24,3.9,15,23,2024/5/26
PROD019413,显示器,数码配件,153.76,55,25,4.1,22,26,2024/5/23
PROD019414,充电器,智能家居,248.18,59,28,5,18,2,2024/6/16
PROD019415,充电器,手机通讯,89.18,43,28,4.1,14,10,2024/6/8
PROD019416,笔记本电脑,存储设备,90.76,51,18,4.2,16,18,2024/5/31
PROD019417,笔记本电脑,智能家居,62.89,63,26,3.4,18,25,2024/5/24
PROD019418,鼠标,电脑办公,50,60,18,4.3,25,21,2024/5/28
